preprocessed_text,tokenized_text,lemmatized_text
slowest ever service clearly incompetent kitchen manager people queuing carvery defeat whole object carvery supposed,"['slowest', 'ever', 'service', 'clearly', 'incompetent', 'kitchen', 'manager', 'people', 'queuing', 'carvery', 'defeat', 'whole', 'object', 'carvery', 'supposed']","[ 'slowest ' , 'ever ' , 'service ' , 'clearly ' , 'incompetent ' , 'kitchen ' , 'manager ' , 'people ' , 'queuing ' , 'carvery ' , 'defeat ' , 'whole ' , 'object ' , 'carvery ' , 'supposed ' ]"
like good roast know lot people enjoy toby cavery like idea find food quite average really,"['like', 'good', 'roast', 'know', 'lot', 'people', 'enjoy', 'toby', 'cavery', 'like', 'idea', 'find', 'food', 'quite', 'average', 'really']","[ 'like ' , 'good ' , 'roast ' , 'know ' , 'lot ' , 'people ' , 'enjoy ' , 'toby ' , 'cavery ' , 'like ' , 'idea ' , 'find ' , 'food ' , 'quite ' , 'average ' , 'really ' ]"
probably one favourite place visit world eat carvery place great roast dinner,"['probably', 'one', 'favourite', 'place', 'visit', 'world', 'eat', 'carvery', 'place', 'great', 'roast', 'dinner']","[ 'probably ' , 'one ' , 'favourite ' , 'place ' , 'visit ' , 'world ' , 'eat ' , 'carvery ' , 'place ' , 'great ' , 'roast ' , 'dinner ' ]"
five star fish bar next salt n pepper grill city centre end city road although clearly like establish fact,"['five', 'star', 'fish', 'bar', 'next', 'salt', 'n', 'pepper', 'grill', 'city', 'centre', 'end', 'city', 'road', 'although', 'clearly', 'like', 'establish', 'fact']","[ 'five ' , 'star ' , 'fish ' , 'bar ' , 'next ' , 'salt ' , 'n ' , 'pepper ' , 'grill ' , 'city ' , 'centre ' , 'end ' , 'city ' , 'road ' , 'although ' , 'clearly ' , 'like ' , 'establish ' , 'fact ' ]"
place opened late ordered burger fry um mean chip go meal deal drink five quid guy,"['place', 'opened', 'late', 'ordered', 'burger', 'fry', 'um', 'mean', 'chip', 'go', 'meal', 'deal', 'drink', 'five', 'quid', 'guy']","[ 'place ' , 'opened ' , 'late ' , 'ordered ' , 'burger ' , 'fry ' , 'um ' , 'mean ' , 'chip ' , 'go ' , 'meal ' , 'deal ' , 'drink ' , 'five ' , 'quid ' , 'guy ' ]"
satisfying chip shop serf chip curry sauce antidote excessive alcohol consumption must fast food,"['satisfying', 'chip', 'shop', 'serf', 'chip', 'curry', 'sauce', 'antidote', 'excessive', 'alcohol', 'consumption', 'must', 'fast', 'food']","[ 'satisfying ' , 'chip ' , 'shop ' , 'serf ' , 'chip ' , 'curry ' , 'sauce ' , 'antidote ' , 'excessive ' , 'alcohol ' , 'consumption ' , 'must ' , 'fast ' , 'food ' ]"
fish chip delicious large portion fresh friendly people let u try lamb chicken kabob tender,"['fish', 'chip', 'delicious', 'large', 'portion', 'fresh', 'friendly', 'people', 'let', 'u', 'try', 'lamb', 'chicken', 'kabob', 'tender']","[ 'fish ' , 'chip ' , 'delicious ' , 'large ' , 'portion ' , 'fresh ' , 'friendly ' , 'people ' , 'let ' , ' u ' , 'try ' , 'lamb ' , 'chicken ' , 'kabob ' , 'tender ' ]"
review based chip shop item also indian dish never ordered said dish ive ever 1 2 bad,"['review', 'based', 'chip', 'shop', 'item', 'also', 'indian', 'dish', 'never', 'ordered', 'said', 'dish', 'ive', 'ever', '1', '2', 'bad']","[ 'review ' , 'based ' , 'chip ' , 'shop ' , 'item ' , 'also ' , 'indian ' , 'dish ' , 'never ' , 'ordered ' , 'said ' , 'dish ' , 'ive ' , 'ever ' , ' 1 ' , ' 2 ' , 'bad ' ]"
reasonably decent local takeaway balti master sell curry menu includes 25 variety pizza usually bogof promotion start,"['reasonably', 'decent', 'local', 'takeaway', 'balti', 'master', 'sell', 'curry', 'menu', 'includes', '25', 'variety', 'pizza', 'usually', 'bogof', 'promotion', 'start']","[ 'reasonably ' , 'decent ' , 'local ' , 'takeaway ' , 'balti ' , 'master ' , 'sell ' , 'curry ' , 'menu ' , 'includes ' , '25 ' , 'variety ' , 'pizza ' , 'usually ' , 'bogof ' , 'promotion ' , 'start ' ]"
corner cafe last couple year changed hand changed name often hard keep track quite whats going,"['corner', 'cafe', 'last', 'couple', 'year', 'changed', 'hand', 'changed', 'name', 'often', 'hard', 'keep', 'track', 'quite', 'whats', 'going']","[ 'corner ' , 'cafe ' , 'last ' , 'couple ' , 'year ' , 'changed ' , 'hand ' , 'changed ' , 'name ' , 'often ' , 'hard ' , 'keep ' , 'track ' , 'quite ' , 'whats ' , 'going ' ]"
thanks vibrant italian colour really cant miss place walk drive cowbridge road east called bar however im,"['thanks', 'vibrant', 'italian', 'colour', 'really', 'cant', 'miss', 'place', 'walk', 'drive', 'cowbridge', 'road', 'east', 'called', 'bar', 'however', 'im']","[ 'thanks ' , 'vibrant ' , 'italian ' , 'colour ' , 'really ' , 'cant ' , 'miss ' , 'place ' , 'walk ' , 'drive ' , 'cowbridge ' , 'road ' , 'east ' , 'called ' , 'bar ' , 'however ' , 'im ' ]"
bar sicilia one place hope make definitely going take stamen called recently manned,"['bar', 'sicilia', 'one', 'place', 'hope', 'make', 'definitely', 'going', 'take', 'stamen', 'called', 'recently', 'manned']","[ 'bar ' , 'sicilia ' , 'one ' , 'place ' , 'hope ' , 'make ' , 'definitely ' , 'going ' , 'take ' , 'stamen ' , 'called ' , 'recently ' , 'manned ' ]"
vacation excellent place dinner staff friendly food excellent nothing dissatisfied restaurant,"['vacation', 'excellent', 'place', 'dinner', 'staff', 'friendly', 'food', 'excellent', 'nothing', 'dissatisfied', 'restaurant']","[ 'vacation ' , 'excellent ' , 'place ' , 'dinner ' , 'staff ' , 'friendly ' , 'food ' , 'excellent ' , 'nothing ' , 'dissatisfied ' , 'restaurant ' ]"
good atmosphere friendly staff took walk food rather good honest quasi american looking steakhouse tried,"['good', 'atmosphere', 'friendly', 'staff', 'took', 'walk', 'food', 'rather', 'good', 'honest', 'quasi', 'american', 'looking', 'steakhouse', 'tried']","[ 'good ' , 'atmosphere ' , 'friendly ' , 'staff ' , 'took ' , 'walk ' , 'food ' , 'rather ' , 'good ' , 'honest ' , 'quasi ' , 'american ' , 'looking ' , 'steakhouse ' , 'tried ' ]"
stopped early dinner day traveling young man greeted u waiter charming gave special glowing,"['stopped', 'early', 'dinner', 'day', 'traveling', 'young', 'man', 'greeted', 'u', 'waiter', 'charming', 'gave', 'special', 'glowing']","[ 'stopped ' , 'early ' , 'dinner ' , 'day ' , 'traveling ' , 'young ' , 'man ' , 'greeted ' , ' u ' , 'waiter ' , 'charming ' , 'gave ' , 'special ' , 'glowing ' ]"
amalfi italian restaurant situated crwys rd traditional style italian cooking service fine atmosphere charming would,"['amalfi', 'italian', 'restaurant', 'situated', 'crwys', 'rd', 'traditional', 'style', 'italian', 'cooking', 'service', 'fine', 'atmosphere', 'charming', 'would']","[ 'amalfi ' , 'italian ' , 'restaurant ' , 'situated ' , 'crwys ' , 'rd ' , 'traditional ' , 'style ' , 'italian ' , 'cooking ' , 'service ' , 'fine ' , 'atmosphere ' , 'charming ' , 'would ' ]"
first time saw restaurant closed thought ironic depressing looked considering named one italy,"['first', 'time', 'saw', 'restaurant', 'closed', 'thought', 'ironic', 'depressing', 'looked', 'considering', 'named', 'one', 'italy']","[ 'first ' , 'time ' , 'saw ' , 'restaurant ' , 'closed ' , 'thought ' , 'ironic ' , 'depressing ' , 'looked ' , 'considering ' , 'named ' , 'one ' , 'italy ' ]"
imperial café practically institution slott road joe owner serving community eatin meal takeaway nearly,"['imperial', 'café', 'practically', 'institution', 'slott', 'road', 'joe', 'owner', 'serving', 'community', 'eatin', 'meal', 'takeaway', 'nearly']","[ 'imperial ' , 'café ' , 'practically ' , 'institution ' , 'slott ' , 'road ' , 'joe ' , 'owner ' , 'serving ' , 'community ' , 'eatin ' , 'meal ' , 'takeaway ' , 'nearly ' ]"
imperial cafetastic cooked breakfast mug tea £320 amazing popped ten clock place rammed lucky,"['imperial', 'cafetastic', 'cooked', 'breakfast', 'mug', 'tea', '£320', 'amazing', 'popped', 'ten', 'clock', 'place', 'rammed', 'lucky']","[ 'imperial ' , 'cafetastic ' , 'cooked ' , 'breakfast ' , 'mug ' , 'tea ' , '£320 ' , 'amazing ' , 'popped ' , 'ten ' , 'clock ' , 'place ' , 'rammed ' , 'lucky ' ]"
imperial much frill greasy spoon cafe however sort place get best cup tea big portion food possibly,"['imperial', 'much', 'frill', 'greasy', 'spoon', 'cafe', 'however', 'sort', 'place', 'get', 'best', 'cup', 'tea', 'big', 'portion', 'food', 'possibly']","[ 'imperial ' , 'much ' , 'frill ' , 'greasy ' , 'spoon ' , 'cafe ' , 'however ' , 'sort ' , 'place ' , 'get ' , 'best ' , 'cup ' , 'tea ' , 'big ' , 'portion ' , 'food ' , 'possibly ' ]"
chilli long established indian restaurant takeaway whitchurch road cathay ten year open undergone,"['chilli', 'long', 'established', 'indian', 'restaurant', 'takeaway', 'whitchurch', 'road', 'cathay', 'ten', 'year', 'open', 'undergone']","[ 'chilli ' , 'long ' , 'established ' , 'indian ' , 'restaurant ' , 'takeaway ' , 'whitchurch ' , 'road ' , 'cathay ' , 'ten ' , 'year ' , 'open ' , 'undergone ' ]"
chilli kind oldfashioned good value curry house end night pub food fine mean gourmet fine,"['chilli', 'kind', 'oldfashioned', 'good', 'value', 'curry', 'house', 'end', 'night', 'pub', 'food', 'fine', 'mean', 'gourmet', 'fine']","[ 'chilli ' , 'kind ' , 'oldfashioned ' , 'good ' , 'value ' , 'curry ' , 'house ' , 'end ' , 'night ' , 'pub ' , 'food ' , 'fine ' , 'mean ' , 'gourmet ' , 'fine ' ]"
doesnt offer absolute best indian food around take fairly good shot main plus place portion,"['doesnt', 'offer', 'absolute', 'best', 'indian', 'food', 'around', 'take', 'fairly', 'good', 'shot', 'main', 'plus', 'place', 'portion']","[ 'doesnt ' , 'offer ' , 'absolute ' , 'best ' , 'indian ' , 'food ' , 'around ' , 'take ' , 'fairly ' , 'good ' , 'shot ' , 'main ' , 'plus ' , 'place ' , 'portion ' ]"
obviously pun word great innuendo reason alone deserved good going slightly high price range,"['obviously', 'pun', 'word', 'great', 'innuendo', 'reason', 'alone', 'deserved', 'good', 'going', 'slightly', 'high', 'price', 'range']","[ 'obviously ' , 'pun ' , 'word ' , 'great ' , 'innuendo ' , 'reason ' , 'alone ' , 'deserved ' , 'good ' , 'going ' , 'slightly ' , 'high ' , 'price ' , 'range ' ]"
love chinese food official chinese take aways city road swallow chinese take away favourite,"['love', 'chinese', 'food', 'official', 'chinese', 'take', 'aways', 'city', 'road', 'swallow', 'chinese', 'take', 'away', 'favourite']","[ 'love ' , 'chinese ' , 'food ' , 'official ' , 'chinese ' , 'take ' , 'aways ' , 'city ' , 'road ' , 'swallow ' , 'chinese ' , 'take ' , 'away ' , 'favourite ' ]"
swallow far away best chinese takeaway city road city pizza couple dozen door would hold prestigious,"['swallow', 'far', 'away', 'best', 'chinese', 'takeaway', 'city', 'road', 'city', 'pizza', 'couple', 'dozen', 'door', 'would', 'hold', 'prestigious']","[ 'swallow ' , 'far ' , 'away ' , 'best ' , 'chinese ' , 'takeaway ' , 'city ' , 'road ' , 'city ' , 'pizza ' , 'couple ' , 'dozen ' , 'door ' , 'would ' , 'hold ' , 'prestigious ' ]"
sue breakfast bar innocuous enough mind essential fabric city road unfathomable way hard pinpoint,"['sue', 'breakfast', 'bar', 'innocuous', 'enough', 'mind', 'essential', 'fabric', 'city', 'road', 'unfathomable', 'way', 'hard', 'pinpoint']","[ 'sue ' , 'breakfast ' , 'bar ' , 'innocuous ' , 'enough ' , 'mind ' , 'essential ' , 'fabric ' , 'city ' , 'road ' , 'unfathomable ' , 'way ' , 'hard ' , 'pinpoint ' ]"
yes sue serve breakfast grub student tradesman alike yes nostalgic effect half sober lot make chair,"['yes', 'sue', 'serve', 'breakfast', 'grub', 'student', 'tradesman', 'alike', 'yes', 'nostalgic', 'effect', 'half', 'sober', 'lot', 'make', 'chair']","[ 'yes ' , 'sue ' , 'serve ' , 'breakfast ' , 'grub ' , 'student ' , 'tradesman ' , 'alike ' , 'yes ' , 'nostalgic ' , 'effect ' , 'half ' , 'sober ' , 'lot ' , 'make ' , 'chair ' ]"
sue breakfast bar hold special place heart cafe harkens back simpler time time men woman got 5am seemed,"['sue', 'breakfast', 'bar', 'hold', 'special', 'place', 'heart', 'cafe', 'harkens', 'back', 'simpler', 'time', 'time', 'men', 'woman', 'got', '5am', 'seemed']","[ 'sue ' , 'breakfast ' , 'bar ' , 'hold ' , 'special ' , 'place ' , 'heart ' , 'cafe ' , 'harkens ' , 'back ' , 'simpler ' , 'time ' , 'time ' , 'men ' , 'woman ' , 'got ' , '5am ' , 'seemed ' ]"
zis prime studentville location cathay combined reasonable price chinese food made popular area resident,"['zis', 'prime', 'studentville', 'location', 'cathay', 'combined', 'reasonable', 'price', 'chinese', 'food', 'made', 'popular', 'area', 'resident']","[ 'zis ' , 'prime ' , 'studentville ' , 'location ' , 'cathay ' , 'combined ' , 'reasonable ' , 'price ' , 'chinese ' , 'food ' , 'made ' , 'popular ' , 'area ' , 'resident ' ]"
delicious chinese food touch home cooked feel portion pretty big though id steer away one plate dish taste,"['delicious', 'chinese', 'food', 'touch', 'home', 'cooked', 'feel', 'portion', 'pretty', 'big', 'though', 'id', 'steer', 'away', 'one', 'plate', 'dish', 'taste']","[ 'delicious ' , 'chinese ' , 'food ' , 'touch ' , 'home ' , 'cooked ' , 'feel ' , 'portion ' , 'pretty ' , 'big ' , 'though ' , 'id ' , 'steer ' , 'away ' , 'one ' , 'plate ' , 'dish ' , 'taste ' ]"
wellcooked chinese meal friendly atmosphere today lunch purchased house tofu silky tofu special vinegargarlic batter,"['wellcooked', 'chinese', 'meal', 'friendly', 'atmosphere', 'today', 'lunch', 'purchased', 'house', 'tofu', 'silky', 'tofu', 'special', 'vinegargarlic', 'batter']","[ 'wellcooked ' , 'chinese ' , 'meal ' , 'friendly ' , 'atmosphere ' , 'today ' , 'lunch ' , 'purchased ' , 'house ' , 'tofu ' , 'silky ' , 'tofu ' , 'special ' , 'vinegargarlic ' , 'batter ' ]"
theyve moved location still deliver pretty fast fried chicken addiction year moved wale 2016,"['theyve', 'moved', 'location', 'still', 'deliver', 'pretty', 'fast', 'fried', 'chicken', 'addiction', 'year', 'moved', 'wale', '2016']","[ 'theyve ' , 'moved ' , 'location ' , 'still ' , 'deliver ' , 'pretty ' , 'fast ' , 'fried ' , 'chicken ' , 'addiction ' , 'year ' , 'moved ' , 'wale ' , '2016 ' ]"
chicken really good peri peri grilled chicken wing chip delicious,"['chicken', 'really', 'good', 'peri', 'peri', 'grilled', 'chicken', 'wing', 'chip', 'delicious']","[ 'chicken ' , 'really ' , 'good ' , 'peri ' , 'peri ' , 'grilled ' , 'chicken ' , 'wing ' , 'chip ' , 'delicious ' ]"
one night los angeles california stumbled upon place trepidation hungry japanese food took chance,"['one', 'night', 'los', 'angeles', 'california', 'stumbled', 'upon', 'place', 'trepidation', 'hungry', 'japanese', 'food', 'took', 'chance']","[ 'one ' , 'night ' , 'los ' , 'angeles ' , 'california ' , 'stumbled ' , 'upon ' , 'place ' , 'trepidation ' , 'hungry ' , 'japanese ' , 'food ' , 'took ' , 'chance ' ]"
im going honest looking menu mt fuji displayed outside restaurant really skeptical mean come whole thing,"['im', 'going', 'honest', 'looking', 'menu', 'mt', 'fuji', 'displayed', 'outside', 'restaurant', 'really', 'skeptical', 'mean', 'come', 'whole', 'thing']","[ 'im ' , 'going ' , 'honest ' , 'looking ' , 'menu ' , 'mt ' , 'fuji ' , 'displayed ' , 'outside ' , 'restaurant ' , 'really ' , 'skeptical ' , 'mean ' , 'come ' , 'whole ' , 'thing ' ]"
excellent food even picky girlfriend enjoyed lot best meal wale far friendly staff well great selection menu,"['excellent', 'food', 'even', 'picky', 'girlfriend', 'enjoyed', 'lot', 'best', 'meal', 'wale', 'far', 'friendly', 'staff', 'well', 'great', 'selection', 'menu']","[ 'excellent ' , 'food ' , 'even ' , 'picky ' , 'girlfriend ' , 'enjoyed ' , 'lot ' , 'best ' , 'meal ' , 'wale ' , 'far ' , 'friendly ' , 'staff ' , 'well ' , 'great ' , 'selection ' , 'menu ' ]"
oriental garden brilliantly lit inside youd never guess suiffer sad would real positive vibe inside came,"['oriental', 'garden', 'brilliantly', 'lit', 'inside', 'youd', 'never', 'guess', 'suiffer', 'sad', 'would', 'real', 'positive', 'vibe', 'inside', 'came']","[ 'oriental ' , 'garden ' , 'brilliantly ' , 'lit ' , 'inside ' , 'youd ' , 'never ' , 'guess ' , 'suiffer ' , 'sad ' , 'would ' , 'real ' , 'positive ' , 'vibe ' , 'inside ' , 'came ' ]"
go lunch time buffet monday thursday cost £595 much eat ok wont,"['go', 'lunch', 'time', 'buffet', 'monday', 'thursday', 'cost', '£595', 'much', 'eat', 'ok', 'wont']","[ 'go ' , 'lunch ' , 'time ' , 'buffet ' , 'monday ' , 'thursday ' , 'cost ' , '£595 ' , 'much ' , 'eat ' , 'ok ' , 'wont ' ]"
oriental garden one huge meh saving grace place price actually quite cheap monday thursday lunch,"['oriental', 'garden', 'one', 'huge', 'meh', 'saving', 'grace', 'place', 'price', 'actually', 'quite', 'cheap', 'monday', 'thursday', 'lunch']","[ 'oriental ' , 'garden ' , 'one ' , 'huge ' , 'meh ' , 'saving ' , 'grace ' , 'place ' , 'price ' , 'actually ' , 'quite ' , 'cheap ' , 'monday ' , 'thursday ' , 'lunch ' ]"
situated mill lane café quarter la brasserie long fashionable favourite amongst cardiff café bar hangout inside la brasserie,"['situated', 'mill', 'lane', 'café', 'quarter', 'la', 'brasserie', 'long', 'fashionable', 'favourite', 'amongst', 'cardiff', 'café', 'bar', 'hangout', 'inside', 'la', 'brasserie']","[ 'situated ' , 'mill ' , 'lane ' , 'café ' , 'quarter ' , 'la ' , 'brasserie ' , 'long ' , 'fashionable ' , 'favourite ' , 'amongst ' , 'cardiff ' , 'café ' , 'bar ' , 'hangout ' , 'inside ' , 'la ' , 'brasserie ' ]"
la brasserie one many restaurant cardiff mediocre best shame heard used one best city,"['la', 'brasserie', 'one', 'many', 'restaurant', 'cardiff', 'mediocre', 'best', 'shame', 'heard', 'used', 'one', 'best', 'city']","[ 'la ' , 'brasserie ' , 'one ' , 'many ' , 'restaurant ' , 'cardiff ' , 'mediocre ' , 'best ' , 'shame ' , 'heard ' , 'used ' , 'one ' , 'best ' , 'city ' ]"
recently ate le monde loved thought would try la brasserie ownership dissapointed like le monde,"['recently', 'ate', 'le', 'monde', 'loved', 'thought', 'would', 'try', 'la', 'brasserie', 'ownership', 'dissapointed', 'like', 'le', 'monde']","[ 'recently ' , 'ate ' , 'le ' , 'monde ' , 'loved ' , 'thought ' , 'would ' , 'try ' , 'la ' , 'brasserie ' , 'ownership ' , 'dissapointed ' , 'like ' , 'le ' , 'monde ' ]"
ordered via eat easy food order arrived stated time happy day pizza unfortunately taste chicken,"['ordered', 'via', 'eat', 'easy', 'food', 'order', 'arrived', 'stated', 'time', 'happy', 'day', 'pizza', 'unfortunately', 'taste', 'chicken']","[ 'ordered ' , 'via ' , 'eat ' , 'easy ' , 'food ' , 'order ' , 'arrived ' , 'stated ' , 'time ' , 'happy ' , 'day ' , 'pizza ' , 'unfortunately ' , 'taste ' , 'chicken ' ]"
there really nothing differentiate place kebab shop clean appearance friendly enough staff kebab thats,"['there', 'really', 'nothing', 'differentiate', 'place', 'kebab', 'shop', 'clean', 'appearance', 'friendly', 'enough', 'staff', 'kebab', 'thats']","[ 'there ' , 'really ' , 'nothing ' , 'differentiate ' , 'place ' , 'kebab ' , 'shop ' , 'clean ' , 'appearance ' , 'friendly ' , 'enough ' , 'staff ' , 'kebab ' , 'thats ' ]"
order kebab one dark time kebab seems necessary ask two thing first want large dont thing,"['order', 'kebab', 'one', 'dark', 'time', 'kebab', 'seems', 'necessary', 'ask', 'two', 'thing', 'first', 'want', 'large', 'dont', 'thing']","[ 'order ' , 'kebab ' , 'one ' , 'dark ' , 'time ' , 'kebab ' , 'seems ' , 'necessary ' , 'ask ' , 'two ' , 'thing ' , 'first ' , 'want ' , 'large ' , 'dont ' , 'thing ' ]"
bad grape olive isnt convenient location situated periphery city centre orbit arguably bit remote,"['bad', 'grape', 'olive', 'isnt', 'convenient', 'location', 'situated', 'periphery', 'city', 'centre', 'orbit', 'arguably', 'bit', 'remote']","[ 'bad ' , 'grape ' , 'olive ' , 'isnt ' , 'convenient ' , 'location ' , 'situated ' , 'periphery ' , 'city ' , 'centre ' , 'orbit ' , 'arguably ' , 'bit ' , 'remote ' ]"
yuppie still exist whatever theyre drinking £4 pint peroni eating warm focaccias filled organic panfired else,"['yuppie', 'still', 'exist', 'whatever', 'theyre', 'drinking', '£4', 'pint', 'peroni', 'eating', 'warm', 'focaccias', 'filled', 'organic', 'panfired', 'else']","[ 'yuppie ' , 'still ' , 'exist ' , 'whatever ' , 'theyre ' , 'drinking ' , '£4 ' , 'pint ' , 'peroni ' , 'eating ' , 'warm ' , 'focaccias ' , 'filled ' , 'organic ' , 'panfired ' , 'else ' ]"
ive eaten restaurant time though cant exactly put finger there something bit place starter,"['ive', 'eaten', 'restaurant', 'time', 'though', 'cant', 'exactly', 'put', 'finger', 'there', 'something', 'bit', 'place', 'starter']","[ 'ive ' , 'eaten ' , 'restaurant ' , 'time ' , 'though ' , 'cant ' , 'exactly ' , 'put ' , 'finger ' , 'there ' , 'something ' , 'bit ' , 'place ' , 'starter ' ]"
really like wok 2 go chinese takeaway somehow fresher tasty many chinese takeaway ive tried area,"['really', 'like', 'wok', '2', 'go', 'chinese', 'takeaway', 'somehow', 'fresher', 'tasty', 'many', 'chinese', 'takeaway', 'ive', 'tried', 'area']","[ 'really ' , 'like ' , 'wok ' , ' 2 ' , 'go ' , 'chinese ' , 'takeaway ' , 'somehow ' , 'fresher ' , 'tasty ' , 'many ' , 'chinese ' , 'takeaway ' , 'ive ' , 'tried ' , 'area ' ]"
love chinese food somebody tell chinese restaurant exists cardiff havent tried hot foot pronto,"['love', 'chinese', 'food', 'somebody', 'tell', 'chinese', 'restaurant', 'exists', 'cardiff', 'havent', 'tried', 'hot', 'foot', 'pronto']","[ 'love ' , 'chinese ' , 'food ' , 'somebody ' , 'tell ' , 'chinese ' , 'restaurant ' , 'exists ' , 'cardiff ' , 'havent ' , 'tried ' , 'hot ' , 'foot ' , 'pronto ' ]"
chinese lover everywhere walk past stop stare lick lip pull stool read menu start drool ha ha,"['chinese', 'lover', 'everywhere', 'walk', 'past', 'stop', 'stare', 'lick', 'lip', 'pull', 'stool', 'read', 'menu', 'start', 'drool', 'ha', 'ha']","[ 'chinese ' , 'lover ' , 'everywhere ' , 'walk ' , 'past ' , 'stop ' , 'stare ' , 'lick ' , 'lip ' , 'pull ' , 'stool ' , 'read ' , 'menu ' , 'start ' , 'drool ' , 'ha ' , 'ha ' ]"
reading excellent review milkwood ventured one night cardiff disappoint amazing ambianceservice,"['reading', 'excellent', 'review', 'milkwood', 'ventured', 'one', 'night', 'cardiff', 'disappoint', 'amazing', 'ambianceservice']","[ 'reading ' , 'excellent ' , 'review ' , 'milkwood ' , 'ventured ' , 'one ' , 'night ' , 'cardiff ' , 'disappoint ' , 'amazing ' , 'ambianceservice ' ]"
fantastic restaurant meal amazing superb wine list impeccable friendly service reasonable skipped starter im,"['fantastic', 'restaurant', 'meal', 'amazing', 'superb', 'wine', 'list', 'impeccable', 'friendly', 'service', 'reasonable', 'skipped', 'starter', 'im']","[ 'fantastic ' , 'restaurant ' , 'meal ' , 'amazing ' , 'superb ' , 'wine ' , 'list ' , 'impeccable ' , 'friendly ' , 'service ' , 'reasonable ' , 'skipped ' , 'starter ' , 'im ' ]"
elin wyn williams owner bant la cart delicatessen wasnt called day chat delivering food one,"['elin', 'wyn', 'williams', 'owner', 'bant', 'la', 'cart', 'delicatessen', 'wasnt', 'called', 'day', 'chat', 'delivering', 'food', 'one']","[ 'elin ' , 'wyn ' , 'williams ' , 'owner ' , 'bant ' , 'la ' , 'cart ' , 'delicatessen ' , 'wasnt ' , 'called ' , 'day ' , 'chat ' , 'delivering ' , 'food ' , 'one ' ]"
amazing delicatessen stocking every imaginable delicacy aside fresh food cheese cold meat bread shop amazing selection,"['amazing', 'delicatessen', 'stocking', 'every', 'imaginable', 'delicacy', 'aside', 'fresh', 'food', 'cheese', 'cold', 'meat', 'bread', 'shop', 'amazing', 'selection']","[ 'amazing ' , 'delicatessen ' , 'stocking ' , 'every ' , 'imaginable ' , 'delicacy ' , 'aside ' , 'fresh ' , 'food ' , 'cheese ' , 'cold ' , 'meat ' , 'bread ' , 'shop ' , 'amazing ' , 'selection ' ]"
lovely delicatessen cathedral road sell usual pastaspicesbiscuits etc along good selection home made organic food,"['lovely', 'delicatessen', 'cathedral', 'road', 'sell', 'usual', 'pastaspicesbiscuits', 'etc', 'along', 'good', 'selection', 'home', 'made', 'organic', 'food']","[ 'lovely ' , 'delicatessen ' , 'cathedral ' , 'road ' , 'sell ' , 'usual ' , 'pastaspicesbiscuits ' , 'etc ' , 'along ' , 'good ' , 'selection ' , 'home ' , 'made ' , 'organic ' , 'food ' ]"
want special treat delicious treat share family stop take good thinkwhere would eatwill ill help youthe,"['want', 'special', 'treat', 'delicious', 'treat', 'share', 'family', 'stop', 'take', 'good', 'thinkwhere', 'would', 'eatwill', 'ill', 'help', 'youthe']","[ 'want ' , 'special ' , 'treat ' , 'delicious ' , 'treat ' , 'share ' , 'family ' , 'stop ' , 'take ' , 'good ' , 'thinkwhere ' , 'would ' , 'eatwill ' , 'ill ' , 'help ' , 'youthe ' ]"
simply word describe coco gelato ice cream cake crepe waffle freak shake name treat theyll highly,"['simply', 'word', 'describe', 'coco', 'gelato', 'ice', 'cream', 'cake', 'crepe', 'waffle', 'freak', 'shake', 'name', 'treat', 'theyll', 'highly']","[ 'simply ' , 'word ' , 'describe ' , 'coco ' , 'gelato ' , 'ice ' , 'cream ' , 'cake ' , 'crepe ' , 'waffle ' , 'freak ' , 'shake ' , 'name ' , 'treat ' , 'theyll ' , 'highly ' ]"
enjoyed restaurant doesnt sound like great compliment really dont actually like indian food much im great,"['enjoyed', 'restaurant', 'doesnt', 'sound', 'like', 'great', 'compliment', 'really', 'dont', 'actually', 'like', 'indian', 'food', 'much', 'im', 'great']","[ 'enjoyed ' , 'restaurant ' , 'doesnt ' , 'sound ' , 'like ' , 'great ' , 'compliment ' , 'really ' , 'dont ' , 'actually ' , 'like ' , 'indian ' , 'food ' , 'much ' , 'im ' , 'great ' ]"
another hidden gem cardiff waiting discovered visited balti cuisine first time last night recommendation friend,"['another', 'hidden', 'gem', 'cardiff', 'waiting', 'discovered', 'visited', 'balti', 'cuisine', 'first', 'time', 'last', 'night', 'recommendation', 'friend']","[ 'another ' , 'hidden ' , 'gem ' , 'cardiff ' , 'waiting ' , 'discovered ' , 'visited ' , 'balti ' , 'cuisine ' , 'first ' , 'time ' , 'last ' , 'night ' , 'recommendation ' , 'friend ' ]"
coming manchester home curry mile rusholme ive got pretty high standard come indian food even worse dad,"['coming', 'manchester', 'home', 'curry', 'mile', 'rusholme', 'ive', 'got', 'pretty', 'high', 'standard', 'come', 'indian', 'food', 'even', 'worse', 'dad']","[ 'coming ' , 'manchester ' , 'home ' , 'curry ' , 'mile ' , 'rusholme ' , 'ive ' , 'got ' , 'pretty ' , 'high ' , 'standard ' , 'come ' , 'indian ' , 'food ' , 'even ' , 'worse ' , 'dad ' ]"
